,title,freq,D
11137,пассия,1.9,85
11138,паста,6.3,90
11139,пастбище,3.8,89
11140,паства,4.2,83
11141,пастель,0.4,80
11142,пастила,0.7,78
11143,пастор,6.0,65
11144,пастораль,0.7,83
11145,пастух,9.6,90
11146,пастушка,0.9,76
11147,пастушок,0.8,84
11148,пастырь,6.4,72
11149,пасть,11.8,90
11150,пастьба,0.4,79
11151,пасха,10.2,84
11152,пасынок,1.7,87
11153,пасьянс,2.4,90
11154,пат,2.1,80
11155,патент,10.0,75
11156,патентование,0.4,74
11157,патер,0.4,78
11158,патернализм,0.6,70
11159,патетика,1.4,89
11160,патефон,3.3,87
11161,патина,0.8,83
11162,патлы,0.8,85
11163,патогенез,1.7,66
11164,патока,0.9,83
11165,патология,7.2,85
11166,патологоанатом,1.6,82
11167,патриарх,28.0,84
11168,патриархат,3.1,76
11169,патриархия,3.5,82
11170,патриаршество,0.8,76
11171,патриот,13.2,92
11172,патриотизм,11.5,91
11173,патриотка,0.5,80
11174,патриций,1.4,75
11175,патрон,25.2,92
11176,патронаж,1.4,86
11177,патронат,0.4,78
11178,патронник,1.1,78
11179,патронташ,0.7,84
11180,патрубок,0.9,76
11181,патрулирование,1.7,87
11182,патруль,8.0,89
11183,пауза,49.6,92
11184,паук,9.9,71
11185,паутина,11.3,91
11186,паутинка,1.6,85
11187,паучок,0.9,82
11188,пафос,12.2,93
11189,пах,4.5,89
11190,пахарь,1.9,88
11191,пахота,1.4,87
11192,пацан,19.6,86
11193,пацаненок,0.7,82
11194,пациент,35.8,87
11195,пациентка,3.7,89
11196,пацифизм,0.5,82
11197,пацифист,1.0,86
11198,пачка,36.5,92
11199,пашня,4.1,90
11200,паштет,2.0,80
11201,паяльник,1.3,82
11202,паяц,1.0,85
11203,певец,28.4,87
11204,певица,16.5,85
11205,певичка,0.7,83
11206,певунья,0.4,79
11207,певчий,0.8,77
11208,педагог,27.1,90
11209,педагогика,7.7,70
11210,педаль,8.6,93
11211,педант,1.1,88
11212,педантизм,0.6,85
11213,педантичность,0.5,83
11214,педераст,1.4,85
11215,педиатр,1.9,67
11216,педиатрия,0.5,77
11217,педик,0.5,70
11218,педикюр,0.9,73
11219,пединститут,2.2,87
11220,педология,0.4,66
11221,педофил,1.0,78
11222,педофилия,0.5,70
11223,педсовет,1.1,81
11224,педучилище,0.5,78
11225,пейджер,3.3,77
11226,пейзаж,24.3,95
11227,пейнтбол,0.5,72
11228,пейс,0.8,75
11229,пекарня,2.7,76
11230,пекарь,0.9,85
11231,пекло,2.3,91
11232,пектин,0.4,77
11233,пелена,5.9,91
11234,пеленг,0.6,77
11235,пеленка,4.7,85
11236,пелерина,0.5,71
11237,пеликан,1.0,73
11238,пелотон,0.6,80
11239,пельменная,0.7,78
11240,пельмень,8.0,87
11241,пемза,0.5,72
11242,пена,15.6,94
11243,пенал,1.6,87
11244,пенальти,1.6,75
11245,пенаты,1.1,84
11246,пенек,4.1,88
11247,пение,21.3,93
11248,пенициллин,1.5,81
11249,пенка,2.2,83
11250,пенопласт,0.8,82
11251,пенс,0.5,79
11252,пенсион,0.5,69
11253,пенсионер,23.9,92
11254,пенсионерка,3.1,90
11255,пенсия,53.9,93
11256,пенсне,4.0,88
11257,пентаграмма,0.6,69
11258,пентиум,0.4,68
11259,пень,9.3,90
11260,пенье,1.1,87
11261,пенька,0.4,79
11262,пеньюар,0.9,75
11263,пеня,3.1,83
11264,пепел,12.8,93
11265,пепелище,2.4,90
11266,пепельница,9.2,89
11267,пепси,1.8,83
11268,пепси-кола,1.4,75
11269,первач,0.5,83
11270,первенец,3.4,91
11271,первенство,14.0,90
11272,первое,14.9,96
11273,первозданность,0.6,84
11274,первоисточник,3.0,90
11275,первоклассник,2.5,86
11276,первоклассница,0.5,80
11277,первоклашка,1.0,81
11278,первокурсник,1.5,87
11279,первомай,0.8,84
11280,первообраз,0.5,69
11281,первооснова,1.0,86
11282,первооткрыватель,2.3,88
11283,первопечатник,0.4,77
11284,первопричина,2.0,87
11285,первопроходец,2.2,89
11286,первородство,0.5,85
11287,первосвятитель,0.7,63
11288,первосвященник,2.0,62
11289,пергамент,2.2,87
11290,пергола,0.7,68
11292,перебежка,1.5,88
11293,перебой,3.9,92
11294,перебор,5.1,92
11295,переборка,2.3,80
11296,перебранка,1.6,89
11297,переброс,0.5,69
11298,переброска,2.7,89
11299,перевал,7.1,85
11300,перевалка,0.8,80
11301,переваривание,0.7,84
11302,перевертыш,0.7,84
11303,перевес,4.4,89
11304,перевод,77.0,91
11305,переводчик,23.3,91
11306,переводчица,5.3,83
11307,перевоз,0.8,79
11308,перевозбуждение,0.4,81
11309,перевозка,29.1,87
11310,перевозчик,5.2,79
11311,перевооружение,4.4,84
11312,перевоплощение,2.6,87
11313,переворот,16.7,91
11314,перевоспитание,1.6,88
11315,перевыборы,0.7,82
11316,перевыполнение,0.7,84
11317,перевязка,2.9,85
11318,перевязь,1.2,81
11319,перегар,2.5,89
11320,перегиб,1.9,89
11321,перегной,1.0,83
11322,переговорщик,1.1,84
11323,переговоры,71.1,90
11324,перегон,2.1,89
11325,перегонка,0.5,84
11326,перегородка,11.2,91
11327,перегрев,1.7,85
11328,перегруженность,0.6,84
11329,перегрузка,6.4,90
11330,перегруппировка,1.5,65
11331,передатчик,3.5,81
11332,передача,100.1,91
11333,передачка,0.5,79
11334,передвижение,13.2,92
11335,передвижка,0.4,81
11336,передвижник,0.9,83
11337,передел,9.4,89
11338,переделка,5.0,92
11339,передержка,0.4,79
11340,передислокация,0.7,82
11341,передник,3.0,86
11342,передничек,0.4,81
11343,передняя,5.8,89
11344,передовая,6.3,87
11345,передовик,2.4,90
11346,передовица,0.9,84
11347,передозировка,1.3,86
11349,передряга,1.7,88
11350,передых,0.6,83
11351,передышка,6.5,93
11352,переедание,0.5,83
11353,переезд,13.9,94
11354,переживание,27.9,89
11355,пережитое,3.1,92
11356,пережиток,2.9,89
11357,перезарядка,0.4,78
11358,перезахоронение,0.7,72
11359,перезвон,1.5,89
11360,переизбрание,1.2,84
11361,переизбыток,1.3,88
11362,переиздание,1.5,86
11363,переименование,2.9,68
11364,перекат,2.0,87
11365,перекати-поле,0.4,83
11366,перекачка,1.1,84
11367,переквалификация,0.4,77
11368,перекись,1.5,85
11369,перекладина,4.4,90
11370,перекладывание,0.4,80
11371,перекличка,2.9,91
11372,переключатель,2.4,79
11373,переключение,4.7,87
11374,перекос,2.5,89
11375,перекрестие,0.4,72
11376,перекресток,13.4,94
11377,перекрестье,0.7,81
11378,перекройка,0.5,80
11379,перекрытие,4.9,92
11380,перекупщик,1.3,87
11381,перекур,2.3,90
11382,перелесок,2.3,89
11383,перелет,5.7,92
11384,перелив,2.6,91
11385,переливание,2.0,87
11386,переложение,1.3,87
11387,перелом,12.2,92
11388,перемена,48.1,96
11389,переменка,1.0,82
11390,переменная,8.0,68
11391,перемет,0.4,73
11392,перемешивание,1.7,78
11393,перемещение,17.4,89
11394,перемирие,2.6,89
11395,перемотка,0.4,63
11396,перемычка,2.0,81
11397,перенапряжение,1.6,90
11398,перенаселение,0.4,77
11399,перенесение,1.7,86
11400,перенос,10.8,86
11401,переносимость,0.4,78
11402,переносица,5.2,89
11403,переноска,0.8,79
11404,переносчик,1.1,75
11405,переносье,0.6,74
11406,переоборудование,1.4,82
11407,переодевание,1.3,89
11408,переориентация,1.6,87
11409,переосмысление,1.8,87
11410,переоснащение,1.0,84
11411,переоформление,0.8,71
11412,переохлаждение,0.8,83
11413,переоценка,3.6,87
11414,перепад,4.9,90
11415,перепалка,2.1,91
11416,перепел,0.9,78
11417,перепелка,0.5,71
11418,перепечатка,1.2,89
11419,переписка,17.7,93
11420,переписчик,1.9,81
11421,переписывание,0.6,85
11422,перепись,13.6,82
11423,переплавка,0.8,86
11424,перепланировка,1.7,82
11425,переплет,7.2,94
11426,переплетение,2.9,90
11427,переподготовка,3.4,86
11428,перепой,1.0,82
11429,переполнение,0.6,80
11430,переполох,3.0,92
11431,перепонка,2.3,78
11432,переправа,5.8,89
11433,переправка,0.6,84
11434,перепродажа,1.5,86
11435,перепроизводство,1.0,83
11436,перепрофилирование,0.5,76
11437,перепуг,1.8,89
11438,перепутье,0.9,84
11439,переработка,22.6,88
11440,переработчик,0.6,76
11441,перераспределение,8.2,87
11442,перерастание,0.4,78
11443,перерасход,1.1,82
11444,перерасчет,1.9,82
11445,перерегистрация,1.8,73
11446,перерождение,2.0,88
11447,переросток,0.8,82
11448,перерыв,32.1,96
11449,пересадка,6.0,89
11450,пересдача,0.4,73
11451,переселенец,5.4,84
11452,переселение,5.9,93
11453,пересечение,8.7,90
11454,пересказ,3.4,91
11455,пересмотр,14.8,85
11456,перестановка,4.7,90
11457,перестрахование,0.6,70
11458,перестраховка,0.7,79
11459,перестраховщик,0.6,80
11460,перестрелка,3.9,89
11461,перестройка,32.5,90
11462,перестук,1.4,86
11463,пересуды,1.9,89
11464,пересчет,3.2,87
11465,пересылка,4.8,72
11466,перетасовка,0.4,80
11467,перетекание,0.6,84
11468,переток,0.7,81
11469,перетряска,0.6,83
11470,перетягивание,0.6,83
11471,перетяжка,0.5,66
11472,переулок,39.9,93
11473,переулочек,0.8,86
11474,переустройство,2.7,89
11475,переуступка,0.4,75
11476,переутомление,1.4,88
11477,переформирование,0.5,79
11478,перехват,5.1,88
11479,перехватчик,1.1,77
11480,перехлест,0.5,83
11481,переход,89.3,90
11482,перец,15.2,77
11483,перечень,30.6,86
11484,перечисление,6.9,90
11485,перешеек,1.5,79
11486,переэкзаменовка,0.5,80
11487,перила,10.6,90
11488,перильца,0.5,81
11489,периметр,5.8,92
11490,перина,2.4,87
11491,период,204.2,90
11492,периодика,2.4,87
11493,периодичность,3.4,87
11494,перипетия,4.1,91
11495,перископ,1.0,81
11496,перитонит,0.5,78
11497,периферия,6.8,89
11498,перл,2.5,82
11499,перламутр,1.9,88
11500,перловка,0.6,82
11501,перманент,0.5,78
11502,пернатое,1.0,86
11503,перо,34.5,94
11504,перпендикуляр,0.5,77
11505,перрон,10.6,90
11506,перс,2.2,82
11507,перси,0.4,80
11508,персик,4.8,81
11509,персона,14.2,94
11510,персонаж,43.3,92
11511,персонал,31.0,90
11512,персоналия,1.0,86
11513,персоналка,0.5,80
11514,персонификация,0.7,76
11515,перспектива,79.4,93
11516,перспективность,2.2,82
11517,перст,3.6,90
11518,перстенек,0.4,82
11519,перстень,7.1,87
11520,пертурбация,0.6,83
11521,перуанка,0.4,64
11522,перфоратор,0.4,76
11523,перфорация,0.6,72
11524,перформанс,1.0,79
11525,перхоть,2.3,76
11526,перчатка,19.8,93
11527,перчик,0.5,82
11528,перышко,3.3,88
11529,пес,30.7,89
11530,песенка,15.7,92
11531,песенник,0.5,82
11532,песик,1.4,80
11533,пескарь,0.9,83
11534,песнопение,3.5,77
11535,песнь,18.7,75
11536,песня,160.1,90
11537,песок,55.3,94
11538,песочек,1.7,87
11539,песочница,2.5,90
11540,пессимизм,2.8,91
11541,пессимист,1.8,89
11542,пестик,1.4,66
11543,пестрота,1.7,91
11544,песчаник,1.7,75
11545,песчинка,3.0,89
11546,петарда,1.2,82
11547,петелька,1.3,86
11548,петербуржец,3.1,89
11549,петит,0.4,75
11550,петиция,1.1,82
11551,петлица,3.0,84
11552,петлюровец,0.8,65
11553,петля,19.4,92
11554,петрушка,7.7,77
11555,петуния,0.6,79
11556,петух,16.0,90
11557,петушок,4.2,82
11558,пехота,14.5,88
11559,пехотинец,4.9,78
